number,date,company,peer_group_root,type_template,type_listing,region,country,isin,total_esg_score,governance_score,social_score,environment_score,e_1_1,e_1_2,e_1_3,e_1_4,e_1_5,e_1_6,e_1_7,e_1_8,e_1_9,e_1_10,e_1_11,e_1_12,e_1_1_1,e_1_2_1,e_1_2_2,e_1_2_3,e_1_2_4,e_1_2_6,e_1_2_7,e_1_2_8,e_1_3_2,e_1_3_3,e_1_3_4,e_1_3_5,e_1_7_0,e_1_7_1,e_1_7_2,e_2_1,e_2_2,e_2_1_2,e_2_1_1,e_2_1_3,e_2_1_4,e_2_1_5,e_2_1_6,e_2_1_7,e_2_1_8,e_2_1_9,e_2_1_10,e_3_2,e_3_1_1,e_3_1_2,e_3_1_3,e_3_1_4,e_3_1_5,e_3_1_6,e_3_1_7,e_3_1_8,e_3_1_9,e_3_1_10,e_3_1_11,e_3_1_12,e_3_1_13,e_3_1_14,e_3_1_15,e_3_1_16,e_3_1_17
4916,20190603,Jimmy Choo Plc,Textiles & Apparel,B,Private,Europe,United Kingdom,SUST9BB9609F,46.37,55.08,49.09,37.03,0,0,0,1.0449,0,0,.,0,0.1045,0.1045,0.1045,5,.,.,.,.,.,.,0.209,.,.,.,.,.,0,.,.,0.3919,3,0,0,.,.,.,.,.,.,.,.,2.9999,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4917,20190503,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.37,55.08,49.09,37.03,0,0,0,1.0449,0,0,.,0,0.1045,0.1045,0.1045,5,.,.,.,.,.,.,0.209,.,.,.,.,.,0,.,.,0.3919,3,0,0,.,.,.,.,.,.,.,.,2.9999,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4918,20190401,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.37,55.08,49.09,37.03,0,0,0,1.0449,0,0,.,0,0.1045,0.1045,0.1045,5,.,.,.,.,.,.,0.209,.,.,.,.,.,0,.,.,0.3919,3,0,0,.,.,.,.,.,.,.,.,2.9999,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4919,20190304,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.37,55.08,49.09,37.03,0,0,0,1.0449,0,0,.,0,0.1045,0.1045,0.1045,5,.,.,.,.,.,.,0.209,.,.,.,.,.,0,.,.,0.3919,3,0,0,.,.,.,.,.,.,.,.,2.9999,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4920,20190204,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.37,55.08,49.09,37.03,0,0,0,1.0449,0,0,.,0,0.1045,0.1045,0.1045,5,.,.,.,.,.,.,0.209,.,.,.,.,.,0,.,.,0.3919,3,0,0,.,.,.,.,.,.,.,.,2.9999,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4921,20190103,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.37,55.08,49.09,37.03,0,0,0,1.0449,0,0,.,0,0.1045,0.1045,0.1045,5,.,.,.,.,.,.,0.209,.,.,.,.,.,0,.,.,0.3919,3,0,0,.,.,.,.,.,.,.,.,2.9999,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4922,20181203,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.37,55.08,49.09,37.03,0,0,0,1.0449,0,0,.,0,0.1045,0.1045,0.1045,5,.,.,.,.,.,.,0.209,.,.,.,.,.,0,.,.,0.3919,3,0,0,.,.,.,.,.,.,.,.,2.9999,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4923,20181101,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.37,55.08,49.09,37.03,0,0,0,1.0449,0,0,.,0,0.1045,0.1045,0.1045,5,.,.,.,.,.,.,0.209,.,.,.,.,.,0,.,.,0.3919,3,0,0,.,.,.,.,.,.,.,.,2.9999,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4924,20181001,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.57,55.88,49.09,37.03,0,0,0,1,0,0,.,0,0.1,0.1,0.1,5,.,.,.,.,.,.,0.2,.,.,.,.,.,0,.,.,0.3,3,0,0,.,.,.,.,.,.,.,.,2.9,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4925,20180903,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.57,55.88,49.09,37.03,0,0,0,1,0,0,.,0,0.1,0.1,0.1,5,.,.,.,.,.,.,0.2,.,.,.,.,.,0,.,.,0.3,3,0,0,.,.,.,.,.,.,.,.,2.9,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4926,20180801,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.57,55.88,49.09,37.03,0,0,0,1,0,0,.,0,0.1,0.1,0.1,5,.,.,.,.,.,.,0.2,.,.,.,.,.,0,.,.,0.3,3,0,0,.,.,.,.,.,.,.,.,2.9,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4927,20180703,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.67,54.58,48.29,39.17,0,0,0,1,0,0,.,0,0.1,0.1,0.1,5,.,.,.,.,.,.,0.2,.,.,.,.,.,0,.,.,0.3,3.7,0,0,.,.,.,.,.,.,.,.,2.9,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4928,20180604,Jimmy Choo Plc,Textiles & Apparel,Type_B,Private,Europe,United Kingdom,SUST9BB9609F,46.67,54.58,48.29,39.17,0,0,0,1,0,0,.,0,0.1,0.1,0.1,5,.,.,.,.,.,.,0.2,.,.,.,.,.,0,.,.,0.3,3.7,0,0,.,.,.,.,.,.,.,.,2.9,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4929,20180502,Jimmy Choo Plc,Textiles & Apparel,Type_B,Public,Europe,United Kingdom,SUST9BB9609F,46.67,54.58,48.29,39.17,0,0,0,1,0,0,.,0,0.1,0.1,0.1,5,.,.,.,.,.,.,0.2,.,.,.,.,.,0,.,.,0.3,3.7,0,0,.,.,.,.,.,.,.,.,2.9,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4930,20180402,Jimmy Choo Plc,Textiles & Apparel,Type_B,Public,Europe,United Kingdom,SUST9BB9609F,46.67,54.58,48.29,39.17,0,0,0,1,0,0,.,0,0.1,0.1,0.1,5,.,.,.,.,.,.,0.2,.,.,.,.,.,0,.,.,0.3,3.7,0,0,.,.,.,.,.,.,.,.,2.9,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
4931,20181101,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.63,71.75,55.35,50.14,0.75,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,2.4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4932,20180903,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.6,71.75,53.77,51.86,0.7,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4933,20181001,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,58.23,71.75,55.35,51.86,0.7,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4934,20190304,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.63,71.75,55.35,50.14,0.75,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,2.4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4935,20190503,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.63,71.75,55.35,50.14,0.75,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,2.4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4936,20190103,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.63,71.75,55.35,50.14,0.75,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,2.4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4937,20190701,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.63,71.75,55.35,50.14,0.75,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,2.4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4938,20190603,JD Sports Fashion PLC,Retailing,B,Public,Europe,United Kingdom,GB00BYX91H57,57.63,71.75,55.35,50.14,0.75,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,2.4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4939,20190902,JD Sports Fashion PLC,Retailing,B,Public,Europe,United Kingdom,GB00BYX91H57,57.63,71.75,55.35,50.14,0.75,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,2.4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4940,20180703,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.6,71.75,53.77,51.86,0.7,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4941,20190801,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.63,71.75,55.35,50.14,0.75,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,2.4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4942,20190401,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.63,71.75,55.35,50.14,0.75,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,2.4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4943,20190204,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.63,71.75,55.35,50.14,0.75,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,2.4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4944,20181203,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.63,71.75,55.35,50.14,0.75,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,2.4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4945,20180801,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.6,71.75,53.77,51.86,0.7,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4946,20180604,JD Sports Fashion PLC,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.6,71.75,53.77,51.86,0.7,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4947,20180502,JD Sports Fashion plc,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.6,71.75,53.77,51.86,0.7,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4948,20180201,JD Sports Fashion plc,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,58.87,68.85,53.77,57.57,0.75,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4949,20180301,JD Sports Fashion plc,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.6,71.75,53.77,51.86,0.7,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4950,20180109,JD Sports Fashion plc,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,58.87,68.85,53.77,57.57,0.75,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4951,20171206,JD Sports Fashion plc,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,58.87,68.85,53.77,57.57,0.75,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4952,20171101,JD Sports Fashion plc,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,55.21,54.85,53.37,57.57,0.75,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4953,20171002,JD Sports Fashion plc,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,55.21,54.85,53.37,57.57,0.75,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4954,20170908,JD Sports Fashion plc,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,60.44,54.5,67.03,57.14,0.6,2.4,.,.,2,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4955,20180402,JD Sports Fashion plc,Retailing,Type_B,Public,Europe,United Kingdom,GB00BYX91H57,57.6,71.75,53.77,51.86,0.7,2.4,.,.,0,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,0,4,.,.,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4956,20180903,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,52.26,47.86,59.77,49.83,0.3,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4957,20190103,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,53.77,48.69,63.48,49.83,0.375,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7.0001,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4958,20190801,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,62.79,62.29,63.9,62.25,0.125,0.6,0,0.5,0.5,0.5,.,0,0,0.25,0,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,5.0002,.,.,.,.,.,.,.,.,.,.,2.4,.,.,.,3,.,.
4959,20190701,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,62.79,62.29,63.9,62.25,0.125,0.6,0,0.5,0.5,0.5,.,0,0,0.25,0,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,5.0002,.,.,.,.,.,.,.,.,.,.,2.4,.,.,.,3,.,.
4960,20190603,Jardine Lloyd Thompson Group PLC,Insurance,B,Public,Europe,United Kingdom,GB0005203376,63.83,62.29,67.15,62.25,0.125,0.6,0,0.5,0.5,0.5,.,0,0,0.25,0,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,5.0002,.,.,.,.,.,.,.,.,.,.,2.4,.,.,.,3,.,.
4961,20190401,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,53.77,48.69,63.48,49.83,0.375,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7.0001,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4962,20190204,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,53.77,48.69,63.48,49.83,0.375,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7.0001,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4963,20181203,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,53.77,48.69,63.48,49.83,0.375,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7.0001,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4964,20181101,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,53.45,47.86,63.48,49.83,0.375,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7.0001,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4965,20181001,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,53.45,47.86,63.48,49.83,0.3,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4966,20180801,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,51.83,46.72,59.77,49.83,0.3,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4967,20180703,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,51.83,46.72,59.77,49.83,0.3,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4968,20180604,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,51.83,46.72,59.77,49.83,0.3,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4969,20190902,Jardine Lloyd Thompson Group PLC,Insurance,B,Private,Europe,United Kingdom,GB0005203376,62.79,62.29,63.9,62.25,0.125,0.6,0,0.5,0.5,0.5,.,0,0,0.25,0,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.5,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,5.0002,.,.,.,.,.,.,.,.,.,.,2.4,.,.,.,3,.,.
4970,20190503,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,53.77,48.69,63.48,49.83,0.375,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7.0001,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4971,20190304,Jardine Lloyd Thompson Group PLC,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,53.77,48.69,63.48,49.83,0.375,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7.0001,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4972,20180109,Jardine Lloyd Thompson Group plc,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,51.83,46.72,59.77,49.83,0.375,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7.0001,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4973,20170908,Jardine Lloyd Thompson Group plc,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,50.4,43.16,59.77,49.58,0.3,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4974,20180502,Jardine Lloyd Thompson Group plc,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,51.83,46.72,59.77,49.83,0.3,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4975,20180402,Jardine Lloyd Thompson Group plc,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,51.83,46.72,59.77,49.83,0.3,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4976,20180301,Jardine Lloyd Thompson Group plc,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,51.83,46.72,59.77,49.83,0.3,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4977,20180201,Jardine Lloyd Thompson Group plc,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,51.83,46.72,59.77,49.83,0.375,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7.0001,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4978,20171206,Jardine Lloyd Thompson Group plc,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,51.83,46.72,59.77,49.83,0.375,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7.0001,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4979,20171101,Jardine Lloyd Thompson Group plc,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,51.83,46.72,59.77,49.83,0.375,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7.0001,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4980,20171002,Jardine Lloyd Thompson Group plc,Insurance,Type_B,Public,Europe,United Kingdom,GB0005203376,51.83,46.72,59.77,49.83,0.375,0.4,.,.,1.5,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0.375,.,.,0.8,1,.,.,.,.,.,.,.,.,.,.,7.0001,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.
4981,20190902,Janus Henderson Group PLC,Diversified Financials,B,Public,Europe,United Kingdom,JE00BYPZJM29,68.08,75.36,67.9,59.07,0,0.5655,.,.,2.1207,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,1.0603,.,.,1.131,1,.,.,.,.,.,.,.,.,.,.,4.9501,.,.,.,.,.,.,.,.,.,.,3.3931,.,.,.,.,.,.
4982,20190801,Janus Henderson Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,JE00BYPZJM29,68.08,75.36,67.9,59.07,0,0.5655,.,.,2.1207,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,1.0603,.,.,1.131,1,.,.,.,.,.,.,.,.,.,.,4.9501,.,.,.,.,.,.,.,.,.,.,3.3931,.,.,.,.,.,.
4983,20190701,Janus Henderson Group PLC,Diversified Financials,Type_B,Public,Europe,United Kingdom,JE00BYPZJM29,68.08,75.36,67.9,59.07,0,0.5655,.,.,2.1207,.,.,.,.,.,.,3.5,.,.,.,.,.,.,.,.,.,.,.,.,1.0603,.,.,1.131,1,.,.,.,.,.,.,.,.,.,.,4.9501,.,.,.,.,.,.,.,.,.,.,3.3931,.,.,.,.,.,.
