number,date,company,peer_group_root,type_template,type_listing,region,country,isin,total_esg_score,governance_score,social_score,environment_score,e_1_1,e_1_2,e_1_3,e_1_4,e_1_5,e_1_6,e_1_7,e_1_8,e_1_9,e_1_10,e_1_11,e_1_12,e_1_1_1,e_1_2_1,e_1_2_2,e_1_2_3,e_1_2_4,e_1_2_6,e_1_2_7,e_1_2_8,e_1_3_2,e_1_3_3,e_1_3_4,e_1_3_5,e_1_7_0,e_1_7_1,e_1_7_2,e_2_1,e_2_2,e_2_1_2,e_2_1_1,e_2_1_3,e_2_1_4,e_2_1_5,e_2_1_6,e_2_1_7,e_2_1_8,e_2_1_9,e_2_1_10,e_3_2,e_3_1_1,e_3_1_2,e_3_1_3,e_3_1_4,e_3_1_5,e_3_1_6,e_3_1_7,e_3_1_8,e_3_1_9,e_3_1_10,e_3_1_11,e_3_1_12,e_3_1_13,e_3_1_14,e_3_1_15,e_3_1_16,e_3_1_17
250,20180801,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,51.18,56.18,53.38,42.51,0,0,0,0.7,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1,.,.
251,20190701,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,54.6,56.17,54.26,52.99,0.1767,0,0,0.7069,0,0,.,0,0.1414,0.1414,0.1414,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.8483,1,.,.,.,.,.,.,.,.,.,.,4.9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.2414,.,.
252,20190801,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,54.6,56.17,54.26,52.99,0.1767,0,0,0.7069,0,0,.,0,0.1414,0.1414,0.1414,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.8483,1,.,.,.,.,.,.,.,.,.,.,4.9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.2414,.,.
253,20170908,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,51.46,56.75,54.89,41.09,0,0,0,0.7069,0,0,.,0,0,0,0,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1207,.,.
254,20180109,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,51.67,55.07,56.24,42.51,0,0,0,0.7069,0,0,.,0,0.1414,0.1414,0.1414,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1207,.,.
255,20171002,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,51.67,55.07,56.24,42.51,0,0,0,0.7069,0,0,.,0,0.1414,0.1414,0.1414,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1207,.,.
256,20180703,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,51.18,56.18,53.38,42.51,0,0,0,0.7,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1,.,.
257,20190304,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,54.35,55.5,54.26,52.99,0.1767,0,0,0.7069,0,0,.,0,0.1414,0.1414,0.1414,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.8483,1,.,.,.,.,.,.,.,.,.,.,4.9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.2414,.,.
258,20171206,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,51.67,55.07,56.24,42.51,0,0,0,0.7069,0,0,.,0,0.1414,0.1414,0.1414,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1207,.,.
259,20180604,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,51.18,56.18,53.38,42.51,0,0,0,0.7,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1,.,.
260,20180402,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,51.18,56.18,53.38,42.51,0,0,0,0.7,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1,.,.
261,20181101,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,50.92,55.5,53.38,42.51,0,0,0,0.7069,0,0,.,0,0.1414,0.1414,0.1414,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1207,.,.
262,20180903,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,51.18,56.18,53.38,42.51,0,0,0,0.7,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1,.,.
263,20181203,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,50.92,55.5,53.38,42.51,0,0,0,0.7069,0,0,.,0,0.1414,0.1414,0.1414,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1207,.,.
264,20181001,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,51.18,56.18,53.38,42.51,0,0,0,0.7,0,0,.,0,0.1,0.1,0.1,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1,.,.
265,20171101,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,51.67,55.07,56.24,42.51,0,0,0,0.7069,0,0,.,0,0.1414,0.1414,0.1414,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1207,.,.
266,20180201,Willis Towers Watson Public Limited Company,Insurance,Type_A,Public,Europe,United Kingdom,IE00BDB6Q211,51.67,55.07,56.24,42.51,0,0,0,0.7069,0,0,.,0,0.1414,0.1414,0.1414,3.5,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,1,.,.,.,.,.,.,.,.,.,.,4.9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.1207,.,.
267,20190401,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,48.72,54.15,52.03,42.43,0.9,0.478,0,1.2,0,0.3,.,0,0.6,0.6,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
268,20180801,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,49.43,54.75,53.56,42.5,0.6,0.9,0,1.2,0,0.3,.,0,0.6,0.4,0.1,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.9,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
269,20181001,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,49.43,54.75,53.56,42.5,0.6,0.9,0,1.2,0,0.3,.,0,0.6,0.4,0.1,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.9,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
270,20190304,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,48.72,54.15,52.03,42.43,0.9,0.478,0,1.2,0,0.3,.,0,0.6,0.6,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
271,20180604,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,49.43,54.75,53.56,42.5,0.6,0.9,0,1.2,0,0.3,.,0,0.6,0.4,0.1,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.9,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
272,20181101,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,48.97,55.15,51.93,42.5,0.6,0.956,0,1.2,0,0.3,.,0,0.6,0.45,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
273,20181203,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,48.92,55.15,51.79,42.5,0.6,0.956,0,1.2,0,0.3,.,0,0.6,0.45,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
274,20190801,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,48.8,54.45,52.03,42.43,0.9,0.478,0,1.2,0,0.3,.,0,0.6,0.6,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
275,20190503,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,48.72,54.15,52.03,42.43,0.9,0.478,0,1.2,0,0.3,.,0,0.6,0.6,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
276,20190902,William Hill PLC,Consumer Services,A,Public,Europe,United Kingdom,GB0031698896,48.8,54.45,52.03,42.43,0.9,0.478,0,1.2,0,0.3,.,0,0.6,0.6,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
277,20190103,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,48.92,55.15,51.79,42.5,0.6,0.956,0,1.2,0,0.3,.,0,0.6,0.45,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
278,20190603,William Hill PLC,Consumer Services,A,Public,Europe,United Kingdom,GB0031698896,48.8,54.45,52.03,42.43,0.9,0.478,0,1.2,0,0.3,.,0,0.6,0.6,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
279,20190701,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,48.8,54.45,52.03,42.43,0.9,0.478,0,1.2,0,0.3,.,0,0.6,0.6,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
280,20180703,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,49.43,54.75,53.56,42.5,0.6,0.9,0,1.2,0,0.3,.,0,0.6,0.4,0.1,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.9,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
281,20190204,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,48.92,55.15,51.79,42.5,0.6,0.956,0,1.2,0,0.3,.,0,0.6,0.45,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
282,20180903,William Hill PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,49.43,54.75,53.56,42.5,0.6,0.9,0,1.2,0,0.3,.,0,0.6,0.4,0.1,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.9,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
283,20171002,William Hill plc,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,50.49,57.19,55.27,42.13,0.6,0.956,0,1.2,0,0.3,.,0,0.6,0.3,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
284,20180109,William Hill plc,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,50.49,57.19,55.27,42.13,0.6,0.956,0,1.2,0,0.3,.,0,0.6,0.3,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
285,20171101,William Hill plc,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,50.49,57.19,55.27,42.13,0.6,0.956,0,1.2,0,0.3,.,0,0.6,0.3,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
286,20170908,William Hill plc,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,50.38,60.29,53.38,41.56,0.2806,0.898,0,1.1224,0,0.2806,.,0,0.5612,0.2806,0,6.5,.,.,.,.,.,.,.,.,.,.,0,0.4209,0.2806,.,.,0,4,0,0,.,.,.,.,.,.,.,.,2.0002,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
287,20180502,William Hill plc,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,50.79,57.79,55.27,42.5,0.6,0.9,0,1.2,0,0.3,.,0,0.6,0.4,0.1,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.9,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
288,20180201,William Hill plc,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,50.49,57.19,55.27,42.13,0.6,0.956,0,1.2,0,0.3,.,0,0.6,0.3,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
289,20180301,William Hill plc,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,50.79,57.79,55.27,42.5,0.6,0.9,0,1.2,0,0.3,.,0,0.6,0.4,0.1,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.9,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
290,20180402,William Hill plc,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,50.79,57.79,55.27,42.5,0.6,0.9,0,1.2,0,0.3,.,0,0.6,0.4,0.1,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.9,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
291,20171206,William Hill plc,Consumer Services,Type_A,Public,Europe,United Kingdom,GB0031698896,50.49,57.19,55.27,42.13,0.6,0.956,0,1.2,0,0.3,.,0,0.6,0.3,0.12,6.5,.,.,.,.,.,.,.,.,.,.,0,.,0.3,.,.,0,4,0,0,.,.,.,.,.,.,.,.,1.98,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
292,20171101,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,74.34,71.9,77.49,73.09,1.0577,1.2692,0,1.0577,0.5288,0.5288,.,0.1322,0.5288,0.2644,0.5288,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,2.1154,0.5288,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
293,20181203,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,71.55,73.9,73.01,68.8,1.0577,1.2692,0.5289,1.0577,0,0,.,0.1322,0.3966,0.2644,0.1058,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,1.4808,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
294,20180801,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,71.1,73.9,73.01,67.67,1,1.2,0.5,1,0,0,.,0.1,0.1,0.1,0.1,6.5,.,.,.,.,.,.,.,.,.,.,2.1,.,1,.,.,1,4,1.4,0.5,2.1,1,.,.,.,.,.,.,2,0.7,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
295,20180301,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,73.34,71.9,74.63,73.09,1,1.2,0,1,0.5,0.5,.,0.1,0.5,0.2,0.5,6.5,.,.,.,.,.,.,.,.,.,.,2.1,.,1,.,.,1,4,2.1,0.5,2.1,1,.,.,.,.,.,.,2,0.7,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
296,20170908,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,73.68,76,76.71,69.56,0.5,1.2,0,1,0.5,0.5,.,0.125,0.5,0.25,0.5,6.5,.,.,.,.,.,.,.,.,.,.,2,0,1,.,.,1,4,2,0.5,2,1,.,.,.,.,.,.,2,0.75,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
297,20190902,Whitbread PLC,Consumer Services,A,Public,Europe,United Kingdom,GB00B1KJJ408,73.91,79.9,75.41,68.86,0.7933,1.2692,0,1.0577,0,0.2644,.,0.2644,0.3966,0.2644,0.5288,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,1.4808,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
298,20180903,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,71.1,73.9,73.01,67.67,1,1.2,0.5,1,0,0,.,0.1,0.1,0.1,0.1,6.5,.,.,.,.,.,.,.,.,.,.,2.1,.,1,.,.,1,4,1.4,0.5,2.1,1,.,.,.,.,.,.,2,0.7,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
299,20190603,Whitbread PLC,Consumer Services,A,Public,Europe,United Kingdom,GB00B1KJJ408,72.12,73.9,74.63,68.8,1.0577,1.2692,0.5289,1.0577,0,0,.,0.1322,0.3966,0.2644,0.1058,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,1.4808,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
300,20190103,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,72.12,73.9,74.63,68.8,1.0577,1.2692,0.5289,1.0577,0,0,.,0.1322,0.3966,0.2644,0.1058,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,1.4808,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
301,20180402,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,71.67,73.9,74.63,67.67,1,1.2,0.5,1,0,0,.,0.1,0.1,0.1,0.1,6.5,.,.,.,.,.,.,.,.,.,.,2.1,.,1,.,.,1,4,1.4,0.5,2.1,1,.,.,.,.,.,.,2,0.7,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
302,20181001,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,71.55,73.9,73.01,68.8,1,1.2,0.5,1,0,0,.,0.1,0.3,0.2,0.1,6.5,.,.,.,.,.,.,.,.,.,.,2.1,.,1,.,.,1,4,1.4,0.5,2.1,1,.,.,.,.,.,.,2,0.7,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
303,20180703,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,71.67,73.9,74.63,67.67,1,1.2,0.5,1,0,0,.,0.1,0.1,0.1,0.1,6.5,.,.,.,.,.,.,.,.,.,.,2.1,.,1,.,.,1,4,1.4,0.5,2.1,1,.,.,.,.,.,.,2,0.7,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
304,20171002,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,74.34,71.9,77.49,73.09,1.0577,1.2692,0,1.0577,0.5288,0.5288,.,0.1322,0.5288,0.2644,0.5288,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,2.1154,0.5288,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
305,20180502,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,71.67,73.9,74.63,67.67,1,1.2,0.5,1,0,0,.,0.1,0.1,0.1,0.1,6.5,.,.,.,.,.,.,.,.,.,.,2.1,.,1,.,.,1,4,1.4,0.5,2.1,1,.,.,.,.,.,.,2,0.7,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
306,20190204,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,72.12,73.9,74.63,68.8,1.0577,1.2692,0.5289,1.0577,0,0,.,0.1322,0.3966,0.2644,0.1058,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,1.4808,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
307,20180201,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,73.34,71.9,74.63,73.09,1.0577,1.2692,0,1.0577,0.5288,0.5288,.,0.1322,0.5288,0.2644,0.5288,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,2.1154,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
308,20190701,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,72.12,73.9,74.63,68.8,1.0577,1.2692,0.5289,1.0577,0,0,.,0.1322,0.3966,0.2644,0.1058,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,1.4808,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
309,20190304,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,72.12,73.9,74.63,68.8,1.0577,1.2692,0.5289,1.0577,0,0,.,0.1322,0.3966,0.2644,0.1058,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,1.4808,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
310,20190401,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,72.12,73.9,74.63,68.8,1.0577,1.2692,0.5289,1.0577,0,0,.,0.1322,0.3966,0.2644,0.1058,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,1.4808,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
311,20190801,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,73.91,79.9,75.41,68.86,0.7933,1.2692,0,1.0577,0,0.2644,.,0.2644,0.3966,0.2644,0.5288,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,1.4808,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
312,20180604,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,71.67,73.9,74.63,67.67,1,1.2,0.5,1,0,0,.,0.1,0.1,0.1,0.1,6.5,.,.,.,.,.,.,.,.,.,.,2.1,.,1,.,.,1,4,1.4,0.5,2.1,1,.,.,.,.,.,.,2,0.7,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
313,20180109,Whitbread PLC,Consumer Services,Type_A,Public,Europe,United Kingdom,GB00B1KJJ408,73.34,71.9,74.63,73.09,1.0577,1.2692,0,1.0577,0.5288,0.5288,.,0.1322,0.5288,0.2644,0.5288,6.5,.,.,.,.,.,.,.,.,.,.,2.1154,.,1.0577,.,.,1.0577,4,2.1154,0.5289,2.1154,1.0577,.,.,.,.,.,.,2.0001,0.7933,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.
