Security Description,ISIN,CUSIP,Market Value %,GICS Sector,Country Name,MSCI ESG Rating
MEDLIVE TECHNOLOGY LTD,KYG5961B1041,SBN7RMD13,0.0%,Health Care,China,
MEINIAN ONEHEALTH HEALTHCARE HOLDI,CNE000001LV7,SBD73L107,0.0%,Health Care,China,BB
MEITU INC,KYG5966D1051,SBYYNH904,0.0%,Communication Services,China,
MEITUAN,KYG596691041,SBGJW3767,0.0%,Consumer Discretionary,China,AA
METALLURGICAL CORP OF CHINA LTD A,CNE100000FX6,SBP3R4K04,0.0%,Industrials,China,CCC
MICROPORT SCIENTIFIC CORP,KYG608371046,SB676TW76,0.0%,Health Care,China,A
MIDEA GROUP LTD A,CNE100001QQ5,SBD5CPP14,0.0%,Consumer Discretionary,China,
MIDEA REAL ESTATE HOLDING LTD,KYG609201085,SBF55Q064,0.0%,Real Estate,China,
MING YANG SMART ENERGY GROUP LTD A,CNE100003HQ0,SBK948640,0.0%,Industrials,China,BBB
MING YUAN CLOUD GROUP HOLDINGS LTD,KYG6142R1092,SBMC5QM00,0.0%,Information Technology,China,A
MINISO GROUP HOLDING ADR REPRESENT,US66981J1025,66981J102,0.0%,Consumer Discretionary,China,B
MINTH GROUP LTD,KYG6145U1094,SB0RJCG95,0.0%,Consumer Discretionary,China,BB
MMG LTD,HK1208013172,S67287938,0.0%,Materials,China,BBB
MONTAGE TECHNOLOGY LTD A,CNE100003MN7,SBK71F773,0.0%,Information Technology,China,CCC
MUYUAN FOODS LTD A,CNE100001RQ3,SBD5CJX76,0.0%,Consumer Staples,China,B
NANJING KING-FRIEND BIOCHEMICAL PH,CNE100002WP3,SBF2DZL77,0.0%,Health Care,China,BB
NANJING SECURITIES LTD A,CNE1000031R9,SBG1VK819,0.0%,Financials,China,B
NARI TECHNOLOGY LTD A,CNE000001G38,SBP3R4444,0.0%,Industrials,China,B
NATIONAL SILICON INDUSTRY GROUP LT,CNE1000040F5,SBNR4NR33,0.0%,Information Technology,China,CCC
NAURA TECHNOLOGY GROUP LTD A,CNE100000ML7,SBD5LYF16,0.0%,Information Technology,China,B
NAVINFO LTD A,CNE100000P69,SBD5CKR88,0.0%,Information Technology,China,B
NETEASE ADR INC,US64110W1027,64110W102,0.0%,Communication Services,China,A
NETEASE INC,KYG6427A1022,SBM93SF45,0.0%,Communication Services,China,A
NEW CHINA LIFE INSURANCE COMPANY L,CNE100001922,SB5730Z13,0.0%,Financials,China,B
NEW CHINA LIFE INSURANCE LTD A,CNE1000019Y0,SBP3R3F85,0.0%,Financials,China,B
NEW HOPE LIUHE LTD A,CNE000000VB0,SBD5CNF77,0.0%,Consumer Staples,China,B
NEW HORIZON HEALTH LTD,KYG6485S1021,SBKPS6M28,0.0%,Health Care,China,
NEW ORIENTAL EDUCATION & TECHNOLOG,US6475812060,647581206,0.0%,Consumer Discretionary,China,B
NEW ORIENTAL EDUCATION & TECHNOLOG,KYG6470A1168,SBN4MKV35,0.0%,Consumer Discretionary,China,B
NEWBORN TOWN INC,KYG6464H1011,SBKX8X234,0.0%,Information Technology,China,
NEXTEER AUTOMOTIVE GROUP LTD,KYG6501M1050,SBBPD5F08,0.0%,Consumer Discretionary,China,BBB
NINE DRAGONS PAPER HOLDINGS LTD,BMG653181005,SB0WC2B80,0.0%,Materials,China,CCC
NINESTAR CORP A,CNE1000007W9,SBD5M2G14,0.0%,Information Technology,China,B
NINGBO DEYE TECHNOLOGY LTD A,CNE1000052S3,SBP91NG51,0.0%,Industrials,China,CCC
NINGBO JOYSON ELECTRONIC CORP A,CNE000000DJ1,SBYQDM828,0.0%,Consumer Discretionary,China,CCC
NINGBO ORIENT WIRES & CABLES LTD A,CNE100001T23,SBKM3FP60,0.0%,Industrials,China,
NINGBO RONBAY NEW ENERGY TECHNOLOG,CNE100003MS6,SBK71FC28,0.0%,Industrials,China,B
NINGBO SHANSHAN LTD A,CNE000000JJ8,SBP3RF639,0.0%,Materials,China,CCC
NINGBO TUOPU GROUP CLS LTD A,CNE1000023J3,SBYQDMF95,0.0%,Consumer Discretionary,China,CCC
NINGXIA BAOFENG ENERGY GROUP LTD A,CNE100003LF5,SBK4XS991,0.0%,Materials,China,CCC
NIO AMERICAN DEPOSITARY SHARES REP,US62914V1061,62914V106,0.0%,Consumer Discretionary,China,BBB
NIU TECHNOLOGIES ADR REPRESENTING,US65481N1000,65481N100,0.0%,Consumer Discretionary,China,
NOAH HOLDINGS ADR REPRESENTING .5,US65487X1028,65487X102,0.0%,Financials,China,B
NONGFU SPRING LTD H,CNE100004272,SBMGWW309,0.0%,Consumer Staples,China,B
NORTH INDUSTRIES GROUP RED ARROW L,CNE000000198,SBD5CDR92,0.0%,Industrials,China,CCC
NORTHEAST SECURITIES LTD A,CNE0000004H9,SBD5CMQ10,0.0%,Financials,China,B
NXP SEMICONDUCTORS NV,NL0009538784,SB505PN71,0.0%,Information Technology,China,AA
O FILM TECH LTD A,CNE100000S33,SBD5CLK83,0.0%,Information Technology,China,B
OFFSHORE OIL ENGINEERING LTD A,CNE0000019T2,SBP3R4550,0.0%,Energy,China,BB
ONECONNECT FINANCIAL TECHNOLOGY AD,US68248T1051,68248T105,0.0%,Information Technology,China,BBB
OPPEIN HOME GROUP INC A,CNE100002RB3,SBFF1YZ53,0.0%,Consumer Discretionary,China,B
ORIENT SECURITIES LTD A,CNE100001ZV6,SBZ0D0038,0.0%,Financials,China,A
PANGANG GROUP VANADIUM TITANIUM&RE,CNE0000007H2,SBKDQ7V41,0.0%,Materials,China,CCC
PEIJIA MEDICAL LTD,KYG6981F1090,SBMT7V137,0.0%,Health Care,China,
PERFECT WORLD LTD A,CNE1000018W6,SBD5M1C02,0.0%,Communication Services,China,BB
PETROCHINA LTD A,CNE1000007Q1,SBP3R2067,0.0%,Energy,China,B
PETROCHINA LTD H,CNE1000003W8,S62265764,0.0%,Energy,China,B
PHARMARON BEIJING LTD A,CNE100003JW4,SBK4XYC45,0.0%,Health Care,China,BBB
PHARMARON BEIJING LTD H,CNE100003PG4,SBK72QD30,0.0%,Health Care,China,BBB
PICC PROPERTY AND CASUALTY LTD H,CNE100000593,S67062505,0.0%,Financials,China,BB
PINDUODUO ADR REPRESENTING  INC,US7223041028,722304102,0.0%,Consumer Discretionary,China,BB
PING AN BANK LTD A,CNE000000040,SBD5CPS45,0.0%,Financials,China,BB
PING AN HEALTHCARE AND TECHNOLOGY,KYG711391022,SBDRYVB30,0.0%,Consumer Discretionary,China,A
PING AN INSURANCE (GROUP) CO OF CH,CNE1000003X6,SB01FLR78,0.1%,Financials,China,BBB
PING AN INSURANCE (GROUP) OF CHINA,CNE000001R84,SBP3R2844,0.0%,Financials,China,BBB
PINGDINGSHAN TIANAN COAL MINING LT,CNE000001PH7,SBP3R9C77,0.0%,Energy,China,
POLY DEVELOPMENTS AND HOLDINGS GRO,CNE000001ND1,SBP3R3362,0.0%,Real Estate,China,BB
POP MART INTERNATIONAL GROUP LTD (,KYG7170M1033,SBN6PP378,0.0%,Consumer Discretionary,China,A
POSTAL SAVINGS BANK OF CHINA LTD A,CNE100003PZ4,SBL61XF92,0.0%,Financials,China,A
POSTAL SAVINGS BANK OF CHINA LTD H,CNE1000029W3,SBD8GL184,0.0%,Financials,China,A
POWER CONSTRUCTION CORPORATION OF,CNE1000017G1,SBP3R4M28,0.0%,Industrials,China,CCC
POWERLONG COMMERCIAL MANAGEMENT HO,KYG7204G1064,SBKKFR369,0.0%,Real Estate,China,
POWERLONG REAL ESTATE HOLDINGS LTD,KYG720051047,SB4LL9N58,0.0%,Real Estate,China,BB
PROSUS NV,NL0013654783,SBJDS7L34,0.0%,Consumer Discretionary,China,AA
PROYA COSMETICS LTD A,CNE100002TP9,SBKM3FN47,0.0%,Consumer Staples,China,CCC
Q TECHNOLOGY (GROUP) LTD,KYG7306T1058,SBSXNPQ22,0.0%,Consumer Discretionary,China,
QINGDAO HAIER BIOMEDICAL LTD A,CNE100003P25,SBLCD7B30,0.0%,Health Care,China,
QINGDAO RURAL COMMERCIAL BANK CO L,CNE100003JQ6,SBK4XYB38,0.0%,Financials,China,BB
RAYTRON TECHNOLOGY LTD A,CNE100003MX6,SBK71FH72,0.0%,Information Technology,China,B
REDCO PROPERTIES GROUP LTD,KYG733101318,SBYYNHM33,0.0%,Real Estate,China,
REDSUN PROPERTIES GROUP LTD,KYG7459A1013,SBG20RZ32,0.0%,Real Estate,China,B
RIYUE HEAVY INDUSTRY LTD A,CNE100003J15,SBMTCX566,0.0%,Industrials,China,BB
RLX TECHNOLOGY AMERICAN DEPOSITARY,US74969N1037,74969N103,0.0%,Consumer Staples,China,CCC
RONGSHENG PETRO CHEMICAL LTD A,CNE100000W60,SBD5CL200,0.0%,Materials,China,CCC
RONSHINE CHINA HOLDINGS LTD,KYG763681023,SBYW10R58,0.0%,Real Estate,China,BB
S.F. HOLDING LTD A,CNE100000L63,SBD73M394,0.0%,Industrials,China,BB
SAIC MOTOR CORP LTD A,CNE000000TY6,SBP3R2D97,0.0%,Consumer Discretionary,China,B
SAILUN GROUP LTD A,CNE1000015F7,SBP3RFY12,0.0%,Consumer Discretionary,China,CCC
SANAN OPTOELECTRONICS LTD A,CNE000000KB3,SBP3R3R09,0.0%,Information Technology,China,CCC
SANGFOR TECHNOLOGIES INC A,CNE1000033T1,SBHQPS706,0.0%,Information Technology,China,BBB
SANY HEAVY EQUIPMENT INTERNATIONAL,KYG781631059,SB56HH425,0.0%,Industrials,China,B
SANY HEAVY INDUSTRY LTD A,CNE000001F70,SBP3R3H00,0.0%,Industrials,China,B
SATELLITE CHEMICAL LTD A,CNE100001B07,SBFCCQG64,0.0%,Materials,China,CCC
SCE INTELLIGENT COMMERCIAL MANAGEM,KYG7849R1039,SBNXGTS66,0.0%,Real Estate,China,
SDIC CAPITAL LTD A,CNE000000Q11,SBYYFJ784,0.0%,Financials,China,B
SDIC POWER HOLDINGS LTD A,CNE000000JM2,SBP3R4337,0.0%,Utilities,China,B
SEALAND SECURITIES LTD A,CNE0000008K4,SBD5CMY94,0.0%,Financials,China,B
SEAZEN GROUP LTD,KYG7956A1094,SBMWYQP01,0.0%,Real Estate,China,BB
SEAZEN HOLDINGS LTD A,CNE100002BF8,SBZ3F6M09,0.0%,Real Estate,China,BB
SG MICRO CORP A,CNE100002NT4,SBHQPSR04,0.0%,Information Technology,China,CCC
SHAANXI COAL INDUSTRY LTD A,CNE100001T64,SBS7K5P84,0.0%,Energy,China,CCC
SHANDONG BUCHANG PHARMACEUTICALS L,CNE100002FV6,SBYW5NC35,0.0%,Health Care,China,B
SHANDONG GOLD MINING LTD H,CNE1000036N7,SBFD20968,0.0%,Materials,China,CCC
SHANDONG GOLD-MINING LTD A,CNE000001FR7,SBP3R5D09,0.0%,Materials,China,CCC
SHANDONG HUALU-HENGSHENG CHEMICAL,CNE000001BM7,SBP3RDC52,0.0%,Materials,China,CCC
SHANDONG LINGLONG TYRE CO LTD A,CNE100002GM3,SBYW5N129,0.0%,Consumer Discretionary,China,B
SHANDONG NANSHAN ALUMINIUM LTD A,CNE000001139,SBP3R9D84,0.0%,Materials,China,BB
SHANDONG SUNPAPER LTD A,CNE000001P52,SBD5CC945,0.0%,Materials,China,CCC
SHANDONG WEIGAO GP MEDICAL POLYMER,CNE100000171,S67423400,0.0%,Health Care,China,A
SHANGHAI BAIRUN INVESTMENT HOLDING,CNE1000011K6,SBD5CLV99,0.0%,Consumer Staples,China,B
SHANGHAI BAOSIGHT SOFTWARE LTD A,CNE000000C66,SBP3RCN94,0.0%,Information Technology,China,B
SHANGHAI BAOSIGHT SOFTWARE LTD B,CNE000000GG0,S68354224,0.0%,Information Technology,China,B
SHANGHAI CONSTRUCTION GROUP LTD A,CNE000000WR4,SBP3R6J35,0.0%,Industrials,China,BB
SHANGHAI ELECTRIC GROUP LTD A,CNE100000D55,SBP3R3T23,0.0%,Industrials,China,BBB
SHANGHAI FOSUN PHARMACEUTICAL (GRO,CNE000000X38,SBP3R3M53,0.0%,Health Care,China,BBB
SHANGHAI FOSUN PHARMACEUTICAL (GRO,CNE100001M79,SB8XBQ965,0.0%,Health Care,China,BBB
SHANGHAI FRIENDESS ELECTRONICS TEC,CNE100003LY6,SBK71BV34,0.0%,Information Technology,China,CCC
SHANGHAI HANBELL PRECISE MACHINERY,CNE1000006J8,SBFCCQ442,0.0%,Industrials,China,
SHANGHAI INTERNATIONAL AIRPORT LTD,CNE000000V89,SBP3R4P58,0.0%,Industrials,China,B
SHANGHAI INTERNATIONAL PORT (GROUP,CNE0000013N8,SBP3R2L72,0.0%,Industrials,China,B
SHANGHAI JAHWA UNITED LTD A,CNE0000017K5,SBP3R5H47,0.0%,Consumer Staples,China,CCC
SHANGHAI JIN JIANG INTERNATIONAL H,CNE000000MK0,SBP3RD030,0.0%,Consumer Discretionary,China,B
SHANGHAI JUNSHI BIOSCIENCES LTD A,CNE1000041Z1,SBLCD7F77,0.0%,Health Care,China,BB
SHANGHAI LINGANG HOLDINGS LTD A,CNE000000C74,SBK947Q73,0.0%,Real Estate,China,BB
SHANGHAI LUJIAZUI FINANCE & TRADE,CNE000000HH6,S67986661,0.0%,Real Estate,China,B
SHANGHAI M&G STATIONERY INC A,CNE100001V60,SBZ0D2851,0.0%,Industrials,China,BB
SHANGHAI MEDICILON INC A,CNE100003NQ8,SBNR4NV79,0.0%,Health Care,China,B
SHANGHAI PHARMACEUTICALS HOLDING L,CNE000000C82,SBP3R4Z57,0.0%,Health Care,China,A
SHANGHAI PHARMACEUTICALS HOLDING L,CNE1000012B3,SB4Q4CJ62,0.0%,Health Care,China,A
SHANGHAI PUDONG DEVELOPMENT BANK L,CNE0000011B7,SBP3R2B73,0.0%,Financials,China,BBB
SHANGHAI PUTAILAI NEW ENERGY TECHN,CNE100002TX3,SBF2DZJ54,0.0%,Materials,China,BB
SHANGHAI RAAS BLOOD PRODUCTS LTD A,CNE100000C31,SBD5CPJ52,0.0%,Health Care,China,CCC
SHANGHAI YUYUAN TOURIST MART LTD A,CNE000000594,SBP3R8V94,0.0%,Consumer Discretionary,China,BB
SHANGHAI ZHANGJIANG HI-TECH PARK D,CNE000000JX9,SBP3R9278,0.0%,Real Estate,China,B
SHANGRI LA ASIA LTD,BMG8063F1068,S67710327,0.0%,Consumer Discretionary,China,A
SHANXI COKING COAL ENERGY GROUP LT,CNE0000013Y5,SBD5CKB28,0.0%,Energy,China,CCC
SHANXI HUAYANG GROUP NEW ENERGY LT,CNE000001FP1,SBP3R7900,0.0%,Energy,China,
SHANXI LUAN ENVIRONMENTAL ENERGY D,CNE000001NT7,SBP3R6829,0.0%,Energy,China,CCC
SHANXI MEIJIN ENERGY LTD A,CNE0000005J2,SBFCCPV44,0.0%,Materials,China,CCC
SHANXI SECURITIES LTD A,CNE100000WJ0,SBD5CNC47,0.0%,Financials,China,B
SHANXI TAIGANG STAINLESS STEEL LTD,CNE000000WM5,SBD5CLM08,0.0%,Materials,China,CCC
SHANXI XINGHUACUN FEN WINE FACTORY,CNE000000DH5,SBP3R8205,0.0%,Consumer Staples,China,B
SHENGHE RESOURCES HOLDING LTD A,CNE000001DZ5,SBFYQHK74,0.0%,Materials,China,CCC
SHENGYI TECHNOLOGY LTD A,CNE000000XL5,SBP3RC396,0.0%,Information Technology,China,BBB
SHENNAN CIRCUITS LTD A,CNE100003373,SBFY8GV74,0.0%,Information Technology,China,B
SHENWAN HONGYUAN GROUP LTD A,CNE100002FD4,SBD5CPV74,0.0%,Financials,China,CCC
SHENZHEN CAPCHEM TECHNOLOGY LTD A,CNE100000K15,SBD5LRQ35,0.0%,Materials,China,B
SHENZHEN DYNANONIC LTD A,CNE100003K95,SBK717268,0.0%,Materials,China,B
SHENZHEN ENERGY GROUP LTD A,CNE000000933,SBD5CN685,0.0%,Utilities,China,BB
SHENZHEN GOODIX TECHNOLOGY LTD A,CNE100002G84,SBYW5QT14,0.0%,Information Technology,China,B
SHENZHEN INOVANCE TECHNOLOGY LTD A,CNE100000V46,SBD5CMN88,0.0%,Industrials,China,BBB
SHENZHEN INTERNATIONAL HOLDINGS LT,BMG8086V1467,SBJVBTY14,0.0%,Industrials,China,BB
SHENZHEN INVESTMENT LTD,HK0604011236,S65352619,0.0%,Real Estate,China,A
SHENZHEN KANGTAI BIOLOGICAL PRODUC,CNE100002Q33,SBFY8HT26,0.0%,Health Care,China,B
SHENZHEN KEDALI INDUSTRY LTD A,CNE100002JW6,SBFCCQM26,0.0%,Consumer Discretionary,China,B
SHENZHEN MINDRAY BIO-MEDICAL ELECT,CNE100003G67,SBHQK8648,0.0%,Health Care,China,BBB
SHENZHEN NEW INDUSTRIES BIOMEDICAL,CNE100003T39,SBMXTX205,0.0%,Health Care,China,B
SHENZHEN OVERSEAS CHINESE TOWN LTD,CNE000000SS0,SBD5CP516,0.0%,Consumer Discretionary,China,BB
SHENZHEN S.C NEW ENERGY TECHNOLOGY,CNE100003G91,SBKDQ8D31,0.0%,Information Technology,China,B
SHENZHEN SALUBRIS PHARMACEUTICALS,CNE100000FW8,SBD5CM059,0.0%,Health Care,China,BB
SHENZHEN SENIOR TECHNOLOGY MATERIA,CNE100002DP3,SBHQPSF80,0.0%,Materials,China,B
SHENZHEN SUNLORD ELECTRONICS LTD A,CNE1000000M5,SBD5C8415,0.0%,Information Technology,China,B
SHENZHEN SUNWAY COMMUNICATION LTD,CNE100000W94,SBD5CCF06,0.0%,Information Technology,China,B
SHENZHEN TRANSSION HOLDINGS LTD (P,CNE100003P74,SBNR4NP19,0.0%,Information Technology,China,CCC
SHENZHOU INTERNATIONAL GROUP LTD,KYG8087W1015,SB0MP1B07,0.0%,Consumer Discretionary,China,BBB
SHIJIAZHUANG YILING PHARMACEUTICAL,CNE1000015S0,SBD5CHJ92,0.0%,Health Care,China,BB
SHIMAO GROUP HOLDINGS LTD,KYG810431042,SB16YNS13,0.0%,Real Estate,China,BB
SHIMAO SERVICES HOLDINGS LTD,KYG8104A1085,SBMF70549,0.0%,Real Estate,China,BBB
SHOUGANG FUSHAN RESOURCES GROUP LT,HK0639031506,S63546717,0.0%,Materials,China,B
SHUI ON LAND LTD,KYG811511131,SB16NHT74,0.0%,Real Estate,China,A
SICHUAN CHUANTOU ENERGY LTD A,CNE000000BQ0,SBP3R4Y41,0.0%,Utilities,China,B
SICHUAN HEBANG BIOTECHNOLOGY LTD A,CNE100001JM9,SBP3RF415,0.0%,Materials,China,CCC
SICHUAN KELUN PHARMACEUTICAL LTD A,CNE100000PW7,SBD5CL085,0.0%,Health Care,China,B
SICHUAN NEW ENERGY POWER LTD A,CNE0000014Z0,SBFY8G623,0.0%,Materials,China,CCC
SICHUAN ROAD & BRIDGE LTD A,CNE000001DQ4,SBP3RBG52,0.0%,Industrials,China,CCC
SICHUAN SWELLFUN LTD A,CNE000000NH4,SBFB4JK82,0.0%,Consumer Staples,China,B
SICHUAN YAHUA INDUSTRIAL GROUP LTD,CNE100000WF8,SBD5LSZ90,0.0%,Materials,China,BB
SIEYUAN ELECTRIC LTD A,CNE000001KM8,SBD5C7M25,0.0%,Industrials,China,B
SIHUAN PHARMACEUTICAL HOLDINGS GRO,BMG8162K1137,SB4X3RF77,0.0%,Health Care,China,
SILERGY CORP,KYG8190F1028,SBH4DMW94,0.0%,Information Technology,China,B
SINO-OCEAN GROUP HOLDING LTD,HK3377040226,SB24CVP73,0.0%,Real Estate,China,A
SINOFERT HOLDINGS LTD,BMG8403G1033,SB0CJMD16,0.0%,Materials,China,BBB
SINOLINK SECURITIES LTD A,CNE000000SV4,SBP3R4V10,0.0%,Financials,China,BB
SINOMA SCIENCE & TECHNOLOGY LTD A,CNE000001P78,SBD5LVM71,0.0%,Materials,China,B
SINOMINE RESOURCE GROUP LTD A,CNE100001WV3,SBNR4M323,0.0%,Materials,China,
SINOPEC ENGINEERING GROUP LTD H  H,CNE100001NV2,BRSJ67HD1,0.0%,Industrials,China,B
SINOPEC KANTONS HOLDINGS LTD,BMG8165U1009,S61626925,0.0%,Energy,China,BB
SINOPEC SHANGHAI PETROCHEMICAL LTD,CNE000000BB2,SBP3R5961,0.0%,Materials,China,BB
SINOPHARM GROUP LTD H,CNE100000FN7,SB3ZVDV00,0.0%,Health Care,China,BBB
SINOSEAL HOLDING LTD A,CNE1000020P6,SBMQBTW54,0.0%,Industrials,China,
SINOTRANS LTD A,CNE100003GS8,SBHHLN727,0.0%,Industrials,China,BB
SINOTRANS LTD H,CNE1000004F1,S65790107,0.0%,Industrials,China,BB
SINOTRUK (HONG KONG) LTD,HK3808041546,SB296ZH46,0.0%,Industrials,China,BB
SITC INTERNATIONAL HOLDINGS LTD,KYG8187G1055,SB61X7R57,0.0%,Industrials,China,BB
SKSHU PAINT CO LTD A,CNE1000027D7,SBYV1VL74,0.0%,Materials,China,BBB
SKYFAME REALTY HOLDINGS LTD,BMG8220B1476,SBGT16D08,0.0%,Real Estate,China,
SMOORE INTERNATIONAL HOLDINGS LTD,KYG8245V1023,SBKWGSQ73,0.0%,Consumer Staples,China,A
SOHO CHINA LTD,KYG826001003,SB27WLD20,0.0%,Real Estate,China,BBB
SONGCHENG PERFORMANCE DEVELOPMENT,CNE100000XG4,SBD5CMV63,0.0%,Consumer Discretionary,China,BB
SOOCHOW SECURITIES CO LTD A,CNE1000019P8,SBP3R6Z94,0.0%,Financials,China,CCC
SOUTHWEST SECURITIES LTD A,CNE0000016P6,SBP3R4S89,0.0%,Financials,China,B
STARPOWER SEMICONDUCTOR LTD A,CNE100003RN6,SBL58R377,0.0%,Information Technology,China,B
SUNAC CHINA HOLDINGS LTD,KYG8569A1067,SB4XRPN35,0.0%,Real Estate,China,B
SUNAC SERVICES HOLDINGS LTD,KYG8569B1041,Z950P4F56,0.0%,Real Estate,China,BBB
SUNGROW POWER SUPPLY LTD A,CNE1000018M7,SBD5CGB43,0.0%,Industrials,China,AA
SUNNY OPTICAL TECHNOLOGY LTD,KYG8586D1097,SB1YBT089,0.0%,Information Technology,China,A
SUNWODA ELECTRONIC LTD A,CNE100001260,SBD5CCV65,0.0%,Industrials,China,B
SUZHOU DONGSHAN PRECISION MANUFACT,CNE100000N79,SBD5CF286,0.0%,Information Technology,China,CCC
SUZHOU MAXWELL TECHNOLOGIES LTD A,CNE100003FS0,SBL61W967,0.0%,Industrials,China,B
SUZHOU TA&A ULTRA CLEAN TECHNOLOGY,CNE100001XM0,SBMQBTG94,0.0%,Materials,China,A
SY HOLDINGS GROUP LTD,KYG8116R1074,SBZBXXJ22,0.0%,Financials,China,A
TAL EDUCATION GROUP  ADR REPTG,US8740801043,874080104,0.0%,Consumer Discretionary,China,CCC
TANGSHAN JIDONG CEMENT LTD A,CNE000000GX5,SBD5CFH31,0.0%,Materials,China,
TBEA LTD A,CNE000000RB8,SBP3R4H73,0.0%,Industrials,China,CCC
TCL ELECTRONICS HOLDINGS LTD,KYG8701T1388,S61937884,0.0%,Consumer Discretionary,China,BB
TCL TECHNOLOGY GROUP CORP A,CNE000001GL8,SBD5CP284,0.0%,Consumer Discretionary,China,BBB
TENCENT HOLDINGS LTD,KYG875721634,SBMMV2K87,0.2%,Communication Services,China,BBB
TENCENT MUSIC ENTERTAINMENT GROUP,US88034P1093,88034P109,0.0%,Communication Services,China,BB
THE PEOPLES INSURANCE CO (GROUP),CNE100001MK7,SB8RZJZ10,0.0%,Financials,China,BBB
THE PEOPLES INSURANCE COMPANY (GRO,CNE100003F27,SBDFS9G86,0.0%,Financials,China,BBB
THUNDER SOFTWARE TECHNOLOGY LTD A,CNE1000021D0,SBD5CG037,0.0%,Information Technology,China,BB
TI FLUID SYSTEMS PLC,GB00BYQB9V88,SBYQB9V80,0.0%,Consumer Discretionary,China,BBB
TIANFENG SECURITIES LTD A,CNE100003F43,SBK948863,0.0%,Financials,China,B
TIANGONG INTERNATIONAL LTD,KYG888311134,SB236JB25,0.0%,Materials,China,
TIANJIN  COMMUNICATION & BROADCAST,CNE1000030X9,SBK947M36,0.0%,Information Technology,China,CCC
TIANJIN PHARMACEUTICAL DA REN TANG,CNE100000924,SB2Q7X982,0.0%,Health Care,China,
TIANJIN ZHONGHUAN SEMICONDUCTOR LT,CNE1000000B8,SBD5CMT41,0.0%,Information Technology,China,B
TIANMA MICROELECTRONICS LTD A,CNE000000HT1,SBD5CKM34,0.0%,Information Technology,China,B
TIANNENG POWER INTERNATIONAL LTD,KYG8655K1094,SB1XDJC70,0.0%,Consumer Discretionary,China,AA
TIANSHAN ALUMINUM GROUP LTD A,CNE100000YJ6,SBMQBT810,0.0%,Materials,China,B
TIANSHUI HUATIAN TECHNOLOGY LTD A,CNE100000825,SBD5C9M62,0.0%,Information Technology,China,CCC
TIBET SUMMIT RESOURCES LTD A,CNE0000016D2,SBFB4HB52,0.0%,Materials,China,B
TIMES NEIGHBORHOOD HOLDINGS LTD,KYG8903A1013,SBL3HKC69,0.0%,Real Estate,China,
TINGYI (CAYMAN ISLANDS) HOLDINGS C,KYG8878S1030,S69035566,0.0%,Consumer Staples,China,BB
TITAN WIND ENERGY (SUZHOU) LTD A,CNE100000YH0,SBD5LXS71,0.0%,Industrials,China,BBB
TOLY BREAD LTD A,CNE100002524,SBYYFJT07,0.0%,Consumer Staples,China,B
TONG REN TANG TECHNOLOGIES LTD H,CNE100000585,S62950480,0.0%,Health Care,China,
TONGCHENG TRAVEL HOLDINGS LTD,KYG8918W1069,SBGM5R254,0.0%,Consumer Discretionary,China,A
TONGDAO LIEPIN GROUP,KYG8919T1022,SBLD9KX30,0.0%,Communication Services,China,
TONGFU MICROELECTRONICS LTD A,CNE1000006C3,SBD5M0015,0.0%,Information Technology,China,B
TONGKUN GROUP LTD A,CNE1000012X7,SBP3RGF94,0.0%,Materials,China,B
TONGLING NONFERROUS METALS GROUP L,CNE000000529,SBD5CMD89,0.0%,Materials,China,CCC
TONGWEI LTD A,CNE000001GS3,SBP3RCK63,0.0%,Consumer Staples,China,CCC
TOPCHOICE MEDICAL CORPORATION INC,CNE000000MZ8,SBYYFJH83,0.0%,Health Care,China,A
TOPSPORTS INTERNATIONAL HOLDINGS L,KYG8924B1041,SBJRFW266,0.0%,Consumer Discretionary,China,BBB
TOWNGAS SMART ENERGY LTD,KYG8972T1067,S63454607,0.0%,Utilities,China,BBB
TRANSFAR ZHILIAN LTD A,CNE000001JS7,SBD5CKP64,0.0%,Materials,China,BBB
TRAVELSKY TECHNOLOGY LTD H,CNE1000004J3,S63219547,0.0%,Information Technology,China,BB
TRINA SOLAR LTD A,CNE100003ZR0,SBP91P038,0.0%,Information Technology,China,BB
TRIP COM GROUP ADR LTD,US89677Q1076,89677Q107,0.0%,Consumer Discretionary,China,BBB
TSINGTAO BREWERY LTD A,CNE0000009Y3,SBP3R4998,0.0%,Consumer Staples,China,BB
TSINGTAO BREWERY LTD H,CNE1000004K1,S69058089,0.0%,Consumer Staples,China,BB
UNI-PRESIDENT LTD,KYG9222R1065,SB29MKF50,0.0%,Consumer Staples,China,BB
UNIGROUP GUOXIN MICROELECTRONICS L,CNE000001M14,SBD5CL754,0.0%,Information Technology,China,CCC
UNISPLENDOUR CORP LTD A,CNE0000010T1,SBD5CBG49,0.0%,Information Technology,China,A
UP FINTECH HOLDING ADR LTD,US91531W1062,91531W106,0.0%,Financials,China,CCC
VENUS MEDTECH HANGZHOU INC H,CNE100003PJ8,SBL6V0477,0.0%,Health Care,China,AA
VIPSHOP HOLDINGS SPONSORED ADS REP,US92763W1036,92763W103,0.0%,Consumer Discretionary,China,A
VIVA BIOTECH HOLDINGS,KYG9390W1015,SBJBL0L55,0.0%,Health Care,China,
VNET GROUP ADR INC,US90138A1034,90138A103,0.0%,Information Technology,China,BB
WALVAX BIOTECHNOLOGY LTD A,CNE100000WN2,SBD5CG367,0.0%,Health Care,China,BB
